article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,image_path,price,popularity_score
0739533001,0739533,&Denim Embrace HW Trash,272,Trousers,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,1774,OL Extended Sizes,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with hard-worn details, a high waist, zip fly and button and skinny legs with raw-edge hems. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette.",images/073/0739533001.jpg,0.06176437,0.51040048
0615130001,0615130,Vintage H.W Anke 49.99,272,Trousers,Garment Lower body,1010023,Denim,30,Other Orange,5,Bright,3,Orange,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"5-pocket ankle-length jeans in washed denim with embroidered details. High waist, low crotch, button fly and straight legs.",images/061/0615130001.jpg,0.02079985,0.46628185
0616763001,0616763,BILLIE STRAW HAT,515,Straw hat,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hat in braided paper straw. Width of brim 9 cm.,images/061/0616763001.jpg,0.01478324,0.67399901
0780188002,0780188,V-neck rib top,253,Vest top,Garment Upper body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,V-neck top in ribbed cotton jersey with narrow shoulder straps.,images/078/0780188002.jpg,0.01113964,0.78978018
0805970001,0805970,Kaa booties,100,Bootie,Shoes,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,"Bootees in windproof, water-repellent functional fabric with folded seams and reflective details. Elastication at the back of the heels and a hook and loop fastening at the front of the shaft. Soft fleece linings and insoles and soft soles. The bootees have a water-repellent coating without fluorocarbons.",images/080/0805970001.jpg,0.00842712,0.19731788
0582462007,0582462,Pierra sandal,93,Slippers,Shoes,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Slides with a large bow at the front, imitation leather insoles and thermoplastic rubber (TPR) soles.",images/058/0582462007.jpg,0.03250534,0.54957241
0869095001,0869095,Miami PQ sandalette,92,Heeled sandals,Shoes,1010016,Solid,72,Blue,5,Bright,2,Blue,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Leather mules with covered heels, square toes and a narrow foot strap. Imitation leather linings and insoles. Heel 10 cm.",images/086/0869095001.jpg,0.09537536,0.54261482
0706465003,0706465,2PCS SS PJ,297,Pyjama set,Nightwear,1010001,All over pattern,01,Other,6,Undefined,14,undefined,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear",Pyjama T-shirt and shorts in soft organic cotton jersey. Patterned T-shirt with narrow ribbing around the neckline and a press stud on one shoulder (not in sizes 1½-4Y). Shorts with covered elastication at the waist.,images/070/0706465003.jpg,0.01223729,0.17723968
0911294002,0911294,FASHION OFFER SET NELSON,270,Garment Set,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"Set with a top and pair of trousers in soft cotton sweatshirt fabric. Top with a press-stud on one shoulder (except in sizes 1-4Y), long sleeves and ribbing around the neckline, cuffs and hem. Trousers with an elasticated waist and ribbed hems. Lightly brushed inside.",images/091/0911294002.jpg,,0.00000000
0746951004,0746951,James bathrobe SB,305,Robe,Underwear,1010001,All over pattern,82,Turquoise,1,Dusty Light,7,Turquoise,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Hooded dressing gown in patterned sweatshirt fabric with a tie belt at the waist. Brushed inside.,images/074/0746951004.jpg,0.02923002,0.22899893
0673905003,0673905,OL LONDONE PQ Pump,90,Pumps,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Court shoes with pointed toes and block heels. Leather insoles and rubber soles. Heel 7.5 cm.,images/067/0673905003.jpg,0.05865254,0.60582719
0740450007,0740450,Class Monica necklace,77,Necklace,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Two-strand thin metal chain necklace with round pendants. Adjustable length 43-50 cm.,images/074/0740450007.jpg,0.01263646,0.67520258
0626793001,0626793,Headphones EARS,78,Other accessories,Accessories,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Adjustable, glittery, on-ear headphones with padded appliqués at the top. Designed to fit mobile phones with a 3.5 mm socket. Length of wire approx. 120 cm.",images/062/0626793001.jpg,0.03946523,0.37455756
0864978002,0864978,Tanya Tank,254,Top,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,5963,Tops Knitwear DS,D,Divided,2,Divided,58,Divided Selected,1003,Knitwear,Rib-knit vest top with a deep V-neck front and back.,images/086/0864978002.jpg,0.01432973,0.52722351
0730153001,0730153,Liverpool Dress,265,Dress,Garment Full body,1010007,Embroidery,82,Turquoise,1,Dusty Light,7,Turquoise,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,Short dress in an airy weave with pin-tucks at the top and an opening with a button at the back of the neck. Gathered seam at the waist and a gently flared skirt. Lace sections at the cuffs and hem. Jersey inner dress.,images/073/0730153001.jpg,0.03413514,0.77081284
0854677002,0854677,C Lolly Top,298,Bikini top,Swimwear,1010026,Other structure,91,Light Green,3,Light,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with adjustable shoulder straps and cups with removable inserts that shape the bust and provide good support. No fasteners. The polyester content of the bikini top’s outer fabric is partly recycled. The polyester content of the lining is recycled.",images/085/0854677002.jpg,0.01603304,0.84809625
0855040001,0855040,DUP BALLERINA DRESS,277,Costumes,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Leotard in soft jersey with long sleeves and a tulle skirt. Press-studs on one shoulder and at the crotch.,images/085/0855040001.jpg,0.02388305,0.26406871
0832284003,0832284,Beach Please Super Push Bra,298,Bikini top,Swimwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined bikini top with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Adjustable shoulder straps with a metal decoration, and a metal fastener at the back.",images/083/0832284003.jpg,0.02521286,0.75008969
0766153003,0766153,Magnolia,275,Skirt,Garment Lower body,1010001,All over pattern,22,Yellow,2,Medium Dusty,8,Yellow,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Short, pleated skirt in a patterned weave with a high waist with covered elastication. Rounded hem that is shorter at the sides. Unlined.",images/076/0766153003.jpg,0.02999573,0.74850161
0867729007,0867729,Fancy tights 2-p,304,Underwear Tights,Socks & Tights,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Tights in a soft, fine knit with an elasticated waist.",images/086/0867729007.jpg,0.01693220,0.17723968
0877360001,0877360,Sol platform,230,Heels,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Platform sandals in imitation suede with rounded toes and covered block heels. Ankle strap with concealed elastication and a metal buckle. Imitation leather insoles. Heel 11.5 cm. The polyester content of the sandals is partly recycled.,images/087/0877360001.jpg,0.05772218,0.34998383
0712261002,0712261,Angela blouse,258,Blouse,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Blouse in an airy cupro blend containing glittery threads. Round neckline with an opening and concealed button at the back of the neck, pin-tucks at the front and flounces down the front and back. Long dolman sleeves with narrow elastication and a flounce at the cuffs, and a seam with a drawstring and peplum at the hem.",images/071/0712261002.jpg,0.06122999,0.59934737
0798441006,0798441,Hannah Semifancy Ballerina SG,86,Ballerinas,Shoes,1010009,Glittering/Metallic,61,Light Purple,3,Light,6,Lilac Purple,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Ballet pumps with an elastic strap over the foot and a bow at the front.,images/079/0798441006.jpg,0.02173305,0.17723968
0624543011,0624543,RONJA 5-p brief fancy,286,Underwear bottom,Underwear,1010001,All over pattern,40,Other Red,5,Bright,18,Red,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey briefs in various designs with an elasticated waist and lined gusset.,images/062/0624543011.jpg,0.01526111,0.40058992
0747737002,0747737,B Leila Sarong,300,Sarong,Swimwear,1010016,Solid,93,Dark Green,4,Dark,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Sarong in an airy weave. Size 130x150 cm.,images/074/0747737002.jpg,0.00981902,0.71792243
0706651002,0706651,Palle sunhat,76,Hat/brim,Accessories,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Sun hat in a cotton weave with ties under the chin. Lined.,images/070/0706651002.jpg,0.00907037,0.48257158
0743234004,0743234,Bracelet Kenzy Pack,68,Bracelet,Accessories,1010012,Mixed solid/pattern,23,Dark Yellow,4,Dark,11,Beige,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Braided bracelets in various designs. Adjustable length.,images/074/0743234004.jpg,0.00652941,0.51040048
0880553003,0880553,OP NEW Perth Push,-1,Unknown,Unknown,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in microfibre with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",images/088/0880553003.jpg,0.02476741,0.46138659
0828718002,0828718,2P flat click clack,72,Hair clip,Accessories,1010010,Melange,22,Yellow,4,Dark,11,Beige,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal hair clips with acetate on top. Length 6.5 cm.,images/082/0828718002.jpg,0.01122812,0.56622675
0597524003,0597524,LUDDE l/s BB,255,T-shirt,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Long-sleeved top in organic cotton jersey.,images/059/0597524003.jpg,0.00970855,0.61734010
0733454002,0733454,Basic Girly Rib Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Leggings in ribbed organic cotton jersey with an elasticated waist and overlocked hems.,images/073/0733454002.jpg,0.00963559,0.21429375
0843495001,0843495,NW FLORENCE JUMPSUIT(W),295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,09,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Pyjama playsuit in soft satin with a V-neck front and back and narrow, adjustable shoulder straps. Elasticated seam with a drawstring at the waist and short legs with wrapover sides.",images/084/0843495001.jpg,0.03321910,0.48662573
0745184006,0745184,Maximo,91,Sandals,Shoes,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with a heel strap with covered elastic at the back. Imitation leather insoles.,images/074/0745184006.jpg,0.02367182,0.72844801
0594581021,0594581,HAPPY PRICE SS TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,07,Grey,1,Dusty Light,12,Grey,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif.,images/059/0594581021.jpg,0.00455932,0.15266595
0634775005,0634775,Canna LS,252,Sweater,Garment Upper body,1010009,Glittering/Metallic,03,Silver,3,Light,15,Metal,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Long-sleeved jersey top with a deep V-neck at the back with ties at the hem.,images/063/0634775005.jpg,0.01992667,0.76159546
0786207001,0786207,Dress up Christmas set,277,Costumes,Garment Full body,1010016,Solid,42,Red,7,Medium,18,Red,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,"Santa costume in fleece with long sleeves, press-studs at the back and a matching Santa hat.",images/078/0786207001.jpg,0.02018432,0.31200820
0655884001,0655884,DAPHNE dungeree,268,Dungarees,Garment Full body,1010020,Contrast,17,Yellowish Brown,2,Medium Dusty,13,Brown,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Dungarees in soft, fine-knit organic cotton with ribbed straps that fasten at the back. Contrasting-colour striped frill trim at the top that continues over to the back, and ribbed hems.",images/065/0655884001.jpg,0.03306886,0.42858751
0703670003,0703670,SB Fullsuit,277,Costumes,Garment Full body,1010014,Placement print,09,Black,4,Dark,5,Black,4314,Kids Dress-up/Football,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Fancy dress costume in woven fabric with a print motif and a matching helmet. The costume has a stand-up collar with a padded edge, zip down the front and elasticated hems. The helmet has a hook and loop fastening at the front.",images/070/0703670003.jpg,0.03081048,0.34529694
0831560002,0831560,SPEED P5 CARMEL BLOUSE,258,Blouse,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in a cotton weave with a square neckline, decorative bow at the front and smocking and a frill trim at the top. Elastication and a small frill trim over the shoulders and short puff sleeves with smocking and frill trims. Unlined.",images/083/0831560002.jpg,0.01597996,0.56622675
0526129003,0526129,Emma fancy SG,94,Sneakers,Shoes,1010009,Glittering/Metallic,03,Silver,3,Light,15,Metal,4317,Sneakers small girl inactive from s2,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Trainers with elasticated lacing at the front and a loop at the back. Cotton canvas linings and insoles and rubber soles.,images/052/0526129003.jpg,0.00973978,0.39153344
0828659001,0828659,PQ Otto Sandal SB,94,Sneakers,Shoes,1010016,Solid,15,Greyish Beige,2,Medium Dusty,1,Mole,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Suede sandals with straps that have metal buckles at the top and a strap with a hook and loop fastening around the heel. Suede insoles and textured soles.,images/082/0828659001.jpg,0.05083051,0.12098490
0492943001,0492943,JONNA vest,261,Outdoor Waistcoat,Garment Upper body,1010011,Metallic,03,Silver,3,Light,15,Metal,7812,Kids Girl Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Padded gilet with a detachable, lined hood, zip down the front and side pockets. Lined.",images/049/0492943001.jpg,0.01332768,0.15266595
0796535025,0796535,Palmita tee,255,T-shirt,Garment Upper body,1010014,Placement print,52,Pink,1,Dusty Light,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Short-sleeved top in printed cotton jersey.,images/079/0796535025.jpg,0.00676271,0.07633298
0559715011,0559715,Scuba Gooding JR Brief,59,Swimwear bottom,Swimwear,1010016,Solid,51,Light Pink,3,Light,4,Pink,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms in scuba fabric with a low waist.,images/055/0559715011.jpg,0.01364703,0.40895789
0778224001,0778224,Queen Padded Vest,261,Outdoor Waistcoat,Garment Upper body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,Lightweight gilet in nylon with a filling of 70% recycled down and 30% recycled feathers. Small stand-up collar that can be folded in and secured with a press-stud to form a V-neck. Press-studs down the front and side pockets. The gilet is easy to pack into the storage bag it is supplied with. Size of storage bag 10x22 cm.,images/077/0778224001.jpg,0.03169439,0.53603823
0865873006,0865873,Kagan top,258,Blouse,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,Sleeveless blouse in satin with a V-neck and wide flounced trim at the front.,images/086/0865873006.jpg,0.02686807,0.66930160
0510314002,0510314,AGDIS triangle,298,Bikini top,Swimwear,1010001,All over pattern,32,Orange,1,Dusty Light,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini top with removable inserts and a small frill trim at the hem. Ties at the back and back of the neck.,images/051/0510314002.jpg,0.01363524,0.62477589
0705094003,0705094,Lorna,252,Sweater,Garment Upper body,1010016,Solid,62,Purple,1,Dusty Light,6,Lilac Purple,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Jumper in rib-knit cotton with lace details and a lace-trimmed V-neck. Dropped shoulders, long sleeves and ribbing at the cuffs and hem.",images/070/0705094003.jpg,0.03469477,0.64728686
0859247001,0859247,Lucien,258,Blouse,Garment Upper body,1010001,All over pattern,14,Dark Beige,4,Dark,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy weave with a stand-up collar and gathers at the top both front and back to create soft draping. Opening at the back with buttons at the back of the neck, long balloon sleeves with close-fitting, buttoned cuffs, and a gently rounded hem.",images/085/0859247001.jpg,0.02391340,0.78288693
0695803009,0695803,ALGOT cap OL 2pack,496,Beanie,Accessories,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,Hats in soft organic cotton jersey with a sewn-in turn-up at the hem.,images/069/0695803009.jpg,0.00817488,0.53855070
0691724012,0691724,RC MARTINI TEE,255,T-shirt,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,8030,EQ H&M Man,F,Menswear,3,Menswear,30,Men Other 2,1001,Unknown,T-shirt in soft jersey with a print motif on the front.,images/069/0691724012.jpg,0.01500753,0.32425695
0556677009,0556677,Bartolomeo espadrille,95,Wedge,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Wedge-heel sandals with a braided jute trim around the soles. Imitation leather insoles and thermoplastic rubber (TPR) soles. Heel 9 cm.,images/055/0556677009.jpg,0.04786691,0.79972121
0813215001,0813215,Penelope jumpsuit,295,Pyjama jumpsuit/playsuit,Nightwear,1010014,Placement print,30,Other Orange,5,Bright,3,Orange,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Sleeveless playsuit in soft, printed jersey. Seam with concealed elastication at the waist and short ties at the front, and short legs.",images/081/0813215001.jpg,0.01386723,0.28246557
0873645003,0873645,Kicki bodycon puff dress,265,Dress,Garment Full body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted dress in sturdy cotton jersey with a round, trimmed neckline and short puff sleeves. Unlined.",images/087/0873645003.jpg,0.01578611,0.62739359
0483283029,0483283,SIVAN 2-p seamless shorttop,307,Kids Underwear top,Underwear,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear","Crop tops in soft jersey with narrow, adjustable shoulder straps.",images/048/0483283029.jpg,0.01620732,0.44524185
0543497004,0543497,Raye velvet jogger,272,Trousers,Garment Lower body,1010026,Other structure,50,Other Pink,5,Bright,4,Pink,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Joggers in soft velour with a ribbed drawstring waist, appliqué at the top and ribbed hems.",images/054/0543497004.jpg,0.01523729,0.07633298
0733267005,0733267,Sibling HW,274,Shorts,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in an airy weave with a high paper bag waist that is elasticated at the back and a detachable tie belt. Pleats at the top, side pockets and a zip fly with concealed hook-and-eye fasteners.",images/073/0733267005.jpg,0.03097877,0.87291874
0563601001,0563601,SB UV top Raglan SS,60,Swimwear top,Swimwear,1010005,Colour blocking,07,Grey,1,Dusty Light,12,Grey,4210,Kids Boy Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"T-shirt in UV-protective fabric with a print motif on the front, a stand-up collar and short raglan sleeves. Slightly longer at the back. UPF 50.",images/056/0563601001.jpg,0.00989831,0.24196981
0688448002,0688448,PE CHRISSY SILK SHIRT,259,Shirt,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Shirt in softly draping matt silk with a collar and buttons down the front. Yoke with a pleat at the back, wide, buttoned cuffs and a rounded hem. Longer at the back.",images/068/0688448002.jpg,0.12342305,0.35879855
0730454035,0730454,Valter l/l pj SB TP,297,Pyjama set,Nightwear,1010014,Placement print,92,Green,7,Medium,19,Green,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey. Long-sleeved top. Bottoms with an elasticated waist.,images/073/0730454035.jpg,0.01707264,0.29822458
0721354001,0721354,Premium Summer sandal,91,Sandals,Shoes,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Leather sandals with crossover straps at the front, strap with a hook and loop fastening around the ankles and a welt seam around the soles. Fabric linings and insoles and resin soles.",images/072/0721354001.jpg,0.04165042,0.24196981
0820197002,0820197,PQ Mina ballerina SG,86,Ballerinas,Shoes,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Ballet pumps with a decorative bow at the front and a strap over the foot. Cotton twill linings and insoles and rubber soles.,images/082/0820197002.jpg,0.04951864,0.26406871
0675214003,0675214,Fancy tights 2p OL,304,Underwear Tights,Socks & Tights,1010001,All over pattern,72,Blue,2,Medium Dusty,2,Blue,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Tights in a soft, fine-knit cotton blend with an elasticated waist.",images/067/0675214003.jpg,0.01693220,0.07633298
0680586011,0680586,Fargo tunic (1),258,Blouse,Garment Upper body,1010016,Solid,92,Green,1,Dusty Light,19,Green,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Tunic in woven fabric with a V-neck, yoke with a pleat at the back, detachable tie belt at the waist and buttoned cuffs. Unlined.",images/068/0680586011.jpg,0.04124068,0.46138659
0529551001,0529551,Cool Iris chokerpk,77,Necklace,Accessories,1010016,Solid,50,Other Pink,5,Bright,4,Pink,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Elasticated chokers with no fasteners.,images/052/0529551001.jpg,0.00084746,0.07633298
0804113001,0804113,Charlene cardigan,245,Cardigan,Garment Upper body,1010016,Solid,50,Other Pink,5,Bright,4,Pink,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Cardigan in chunky-knit, soft wool with buttons down the front, dropped shoulders and long sleeves. Wide ribbing around the neckline, cuffs and hem.",images/080/0804113001.jpg,0.09640491,0.68438499
0631480006,0631480,Daisy Scrunchie 2p,73,Hair string,Accessories,1010016,Solid,23,Dark Yellow,4,Dark,8,Yellow,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Elasticated velour scrunchies.,images/063/0631480006.jpg,0.00828107,0.28246557
0528931005,0528931,Jane espandrille,144,Flat shoe,Shoes,1010011,Metallic,03,Silver,3,Light,15,Metal,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Imitation leather espadrilles with imitation suede details. Cotton canvas linings and insoles and fluted rubber soles with a braided jute trim.,images/052/0528931005.jpg,0.02188307,0.50714531
0698865003,0698865,Anita 5pk sneaker sock,302,Socks,Socks & Tights,1010016,Solid,10,White,3,Light,9,White,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,"No-show socks in a soft, fine-knit cotton blend with elastication around the tops. The socks are designed to be hidden inside your shoes.",images/069/0698865003.jpg,0.01328514,0.31830278
0885028001,0885028,Flirty Frans ring pk,79,Ring,Accessories,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal rings in various designs. Two decorated with resin beads.,images/088/0885028001.jpg,0.01295150,0.53083450
0556539028,0556539,Velvet scrunchie,73,Hair string,Accessories,1010016,Solid,70,Other Blue,5,Bright,2,Blue,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Velour-covered hair elastic.,images/055/0556539028.jpg,0.00489540,0.70700326
0697532004,0697532,LOGG beanie,75,Hat/beanie,Accessories,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,4322,Young Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Hat in a soft cable knit with a faux fur pompom at the top and a sewn-in turn-up. Jersey lining.,images/069/0697532004.jpg,0.01523729,0.22899893
